,epoch,accuracy,loss,val_accuracy,val_loss
0,0,0.891875,0.35045626799265545,0.8862179517745972,0.8243690729141235
1,1,0.9502083,0.1337161125615239,0.9086538553237916,0.6638382077217102
2,2,0.95625,0.10935541072239477,0.9070512652397156,0.012950961478054523
3,3,0.95958334,0.10894276137153308,0.9070512652397156,0.3536334633827209
4,4,0.9452083,0.15232262037228794,0.8733974099159241,0.17675663530826569
